14,heal-ball,治愈球,有点温柔的球。能回复捉到的宝可梦的ＨＰ并治愈异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/heal-ball.png,
15,quick-ball,先机球,有点与众不同的球。如果战斗开始后立刻使用，就能很容易地捉到宝可梦。,https://play.pokemonshowdown.com/sprites/itemicons/quick-ball.png,
16,cherish-ball,贵重球,相当珍贵的球。特制出来的某种纪念品。,https://play.pokemonshowdown.com/sprites/itemicons/cherish-ball.png,
17,potion,伤药,喷雾式伤药。能让１只宝可梦回复２０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/potion.png,
18,antidote,解毒药,喷雾式药水。能治愈１只宝可梦的中毒状态。,https://play.pokemonshowdown.com/sprites/itemicons/antidote.png,
19,burn-heal,灼伤药,喷雾式药水。能治愈１只宝可梦的灼伤状态。,https://play.pokemonshowdown.com/sprites/itemicons/burn-heal.png,
20,ice-heal,解冻药,喷雾式药水。能治愈１只宝可梦的冰冻状态。,https://play.pokemonshowdown.com/sprites/itemicons/ice-heal.png,
21,awakening,解眠药,喷雾式药水。能治愈１只宝可梦的睡眠状态。,https://play.pokemonshowdown.com/sprites/itemicons/awakening.png,
22,paralyze-heal,解麻药,喷雾式药水。能治愈１只宝可梦的麻痹状态。,https://play.pokemonshowdown.com/sprites/itemicons/paralyze-heal.png,
23,full-restore,全复药,能回复１只宝可梦的所有ＨＰ并治愈所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/full-restore.png,
24,max-potion,全满药,喷雾式伤药。能让１只宝可梦回复所有ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/max-potion.png,
25,hyper-potion,厉害伤药,喷雾式伤药。能让１只宝可梦回复１２０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/hyper-potion.png,
26,super-potion,好伤药,喷雾式伤药。能让１只宝可梦回复６０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/super-potion.png,
27,full-heal,万灵药,喷雾式药水。能治愈１只宝可梦的所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/full-heal.png,
28,revive,活力碎片,能让１只陷入濒死的宝可梦重获生机，并回复一半ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/revive.png,
29,max-revive,活力块,能让１只陷入濒死的宝可梦重获生机，并回复所有ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/max-revive.png,
30,fresh-water,美味之水,富含矿物质的水。能让１只宝可梦回复３０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/fresh-water.png,
31,soda-pop,劲爽汽水,翻腾着气泡的汽水。能让１只宝可梦回复５０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/soda-pop.png,
32,lemonade,果汁牛奶,非常香甜的牛奶。能让１只宝可梦回复７０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/lemonade.png,
33,moomoo-milk,哞哞鲜奶,营养百分百的牛奶。能让１只宝可梦回复１００ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/moomoo-milk.png,
34,energy-powder,元气粉,非常苦的药粉。能让１只宝可梦回复６０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/energy-powder.png,
35,energy-root,元气根,非常苦的根。能让１只宝可梦回复１２０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/energy-root.png,
36,heal-powder,万能粉,非常苦的药粉。能治愈１只宝可梦的所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/heal-powder.png,
37,revival-herb,复活草,非常苦的药草。能让１只濒死的宝可梦回复所有ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/revival-herb.png,
38,ether,ＰＰ单项小补剂,能让宝可梦学会的其中１个招式回复１０ＰＰ。,https://play.pokemonshowdown.com/sprites/itemicons/ether.png,
39,max-ether,ＰＰ单项全补剂,能让宝可梦学会的其中１个招式回复所有ＰＰ。,https://play.pokemonshowdown.com/sprites/itemicons/max-ether.png,
40,elixir,ＰＰ多项小补剂,能让宝可梦学会的４个招式各回复１０ＰＰ。,https://play.pokemonshowdown.com/sprites/itemicons/elixir.png,
41,max-elixir,ＰＰ多项全补剂,能让宝可梦学会的４个招式回复所有ＰＰ。,https://play.pokemonshowdown.com/sprites/itemicons/max-elixir.png,
42,lava-cookie,釜炎仙贝,釜炎特产的仙贝。能治愈１只宝可梦的所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/lava-cookie.png,
43,berry-juice,树果汁,１００％树果果汁。能让１只宝可梦回复２０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/berry-juice.png,
44,sacred-ash,圣灰,能让陷入濒死的全部宝可梦回复所有ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/sacred-ash.png,
45,hp-up,ＨＰ增强剂,宝可梦的营养饮料。能提高１只宝可梦的ＨＰ的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/hp-up.png,
46,protein,攻击增强剂,宝可梦的营养饮料。能提高１只宝可梦的攻击的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/protein.png,
47,iron,防御增强剂,宝可梦的营养饮料。能提高１只宝可梦的防御的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/iron.png,
48,carbos,速度增强剂,宝可梦的营养饮料。能提高１只宝可梦的速度的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/carbos.png,
49,calcium,特攻增强剂,宝可梦的营养饮料。能提高１只宝可梦的特攻的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/calcium.png,
50,rare-candy,神奇糖果,充满能量的糖果。将它交给宝可梦后，１只宝可梦的等级仅会提高１。,https://play.pokemonshowdown.com/sprites/itemicons/rare-candy.png,
51,pp-up,ＰＰ提升剂,能让宝可梦学会的其中１个招式的ＰＰ最大值少量提高。,https://play.pokemonshowdown.com/sprites/itemicons/pp-up.png,
52,zinc,特防增强剂,宝可梦的营养饮料。能提高１只宝可梦的特防的基础点数。,https://play.pokemonshowdown.com/sprites/itemicons/zinc.png,
53,pp-max,ＰＰ极限提升剂,能将宝可梦学会的其中１个招式的ＰＰ最大值提至最高。,https://play.pokemonshowdown.com/sprites/itemicons/pp-max.png,
54,old-gateau,森之羊羹,百代不为人知的特产。能治愈１只宝可梦的所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/old-gateau.png,
55,guard-spec,能力防守,在战斗中，５回合内不让我方能力降低的道具。,https://play.pokemonshowdown.com/sprites/itemicons/guard-spec.png,
56,dire-hit,要害攻击,击中要害的几率会大幅提高。只能使用１次。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/dire-hit.png,
57,x-attack,力量强化,大幅提高战斗中宝可梦攻击的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-attack.png,
58,x-defense,防御强化,大幅提高战斗中宝可梦防御的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-defense.png,
59,x-speed,速度强化,大幅提高战斗中宝可梦速度的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-speed.png,
60,x-accuracy,命中强化,大幅提高战斗中宝可梦命中的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-accuracy.png,
61,x-sp-atk,特攻强化,大幅提高战斗中宝可梦特攻的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-sp-atk.png,
62,x-sp-def,特防强化,大幅提高战斗中宝可梦特防的道具。离场后，效果便会消失。,https://play.pokemonshowdown.com/sprites/itemicons/x-sp-def.png,
63,poke-doll,皮皮玩偶,能吸引宝可梦注意的道具。在和野生宝可梦的战斗中绝对可以逃走。,https://play.pokemonshowdown.com/sprites/itemicons/poke-doll.png,
64,fluffy-tail,向尾喵的尾巴,能吸引宝可梦注意的道具。在和野生宝可梦的战斗中绝对可以逃走。,https://play.pokemonshowdown.com/sprites/itemicons/fluffy-tail.png,
65,blue-flute,蓝色玻璃哨,以蓝色玻璃制成的哨子。可以治愈睡眠状态。,https://play.pokemonshowdown.com/sprites/itemicons/blue-flute.png,
66,yellow-flute,黄色玻璃哨,以黄色玻璃制成的哨子。可以治愈混乱状态。,https://play.pokemonshowdown.com/sprites/itemicons/yellow-flute.png,
67,red-flute,红色玻璃哨,以红色玻璃制成的哨子。可以治愈着迷状态。,https://play.pokemonshowdown.com/sprites/itemicons/red-flute.png,
68,black-flute,黑色玻璃哨,以黑色玻璃制成的哨子。在使用的地方更容易遇到强大的宝可梦。,https://play.pokemonshowdown.com/sprites/itemicons/black-flute.png,
69,white-flute,白色玻璃哨,以白色玻璃制成的哨子。在使用的地方更容易遇到弱小的宝可梦。,https://play.pokemonshowdown.com/sprites/itemicons/white-flute.png,
70,shoal-salt,浅滩海盐,在浅滩洞穴这地方找到的海盐。,https://play.pokemonshowdown.com/sprites/itemicons/shoal-salt.png,
71,shoal-shell,浅滩贝壳,在浅滩洞穴这地方找到的贝壳。,https://play.pokemonshowdown.com/sprites/itemicons/shoal-shell.png,
72,red-shard,红色碎片,红色的小碎片。好像是以前制作的某道具的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/red-shard.png,
73,blue-shard,蓝色碎片,蓝色的小碎片。好像是以前制作的某道具的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/blue-shard.png,
74,yellow-shard,黄色碎片,黄色的小碎片。好像是以前制作的某道具的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/yellow-shard.png,
75,green-shard,绿色碎片,绿色的小碎片。好像是以前制作的某道具的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/green-shard.png,
76,super-repel,白银喷雾,弱小的野生宝可梦将完全不会出现。效果比除虫喷雾更持久。,https://play.pokemonshowdown.com/sprites/itemicons/super-repel.png,
77,max-repel,黄金喷雾,弱小的野生宝可梦将完全不会出现。效果比白银喷雾更持久。,https://play.pokemonshowdown.com/sprites/itemicons/max-repel.png,
78,escape-rope,离洞绳,结实的长绳。可以从洞窟或迷宫中脱身。能够反复使用。,https://play.pokemonshowdown.com/sprites/itemicons/escape-rope.png,
79,repel,除虫喷雾,使用后，在较短的一段时间内，弱小的野生宝可梦将完全不会出现。,https://play.pokemonshowdown.com/sprites/itemicons/repel.png,
80,sun-stone,日之石,能让某些特定宝可梦进化的神奇石头。像太阳一样赤红。,https://play.pokemonshowdown.com/sprites/itemicons/sun-stone.png,
81,moon-stone,月之石,能让某些特定宝可梦进化的神奇石头。像夜空一样乌黑。,https://play.pokemonshowdown.com/sprites/itemicons/moon-stone.png,
82,fire-stone,火之石,能让某些特定宝可梦进化的神奇石头。看上去是橙黄色的。,https://play.pokemonshowdown.com/sprites/itemicons/fire-stone.png,
83,thunder-stone,雷之石,能让某些特定宝可梦进化的神奇石头。有着闪电般的花纹。,https://play.pokemonshowdown.com/sprites/itemicons/thunder-stone.png,
84,water-stone,水之石,能让某些特定宝可梦进化的神奇石头。看上去是澄蓝色的。,https://play.pokemonshowdown.com/sprites/itemicons/water-stone.png,
85,leaf-stone,叶之石,能让某些特定宝可梦进化的神奇石头。有着叶子般的花纹。,https://play.pokemonshowdown.com/sprites/itemicons/leaf-stone.png,
86,tiny-mushroom,小蘑菇,珍稀的小蘑菇。在一些爱好者中有着相当高的人气。,https://play.pokemonshowdown.com/sprites/itemicons/tiny-mushroom.png,
87,big-mushroom,大蘑菇,珍稀的大蘑菇。在一些爱好者中有着非常高的人气。,https://play.pokemonshowdown.com/sprites/itemicons/big-mushroom.png,
88,pearl,珍珠,散发着美丽银辉且有点小的珍珠。可以在商店低价出售。,https://play.pokemonshowdown.com/sprites/itemicons/pearl.png,
89,big-pearl,大珍珠,散发着美丽银辉且相当大颗的珍珠。可以在商店高价出售。,https://play.pokemonshowdown.com/sprites/itemicons/big-pearl.png,
90,stardust,星星沙子,手感细腻且十分美丽的红色沙子。可以在商店低价出售。,https://play.pokemonshowdown.com/sprites/itemicons/stardust.png,
91,star-piece,星星碎片,闪着红光且十分美丽的宝石碎片。可以在商店高价出售。,https://play.pokemonshowdown.com/sprites/itemicons/star-piece.png,
92,nugget,金珠,闪着金光，以纯金制成的珠子。可以在商店高价出售。,https://play.pokemonshowdown.com/sprites/itemicons/nugget.png,
93,heart-scale,心之鳞片,有着美丽心形外形且非常珍稀的鳞片。有些人收到会很高兴。,https://play.pokemonshowdown.com/sprites/itemicons/heart-scale.png,
94,honey,甜甜蜜,宝可梦采集的清甜芬芳的花蜜。可在商店里廉价出售。,https://play.pokemonshowdown.com/sprites/itemicons/honey.png,
95,growth-mulch,速速肥,培育树果时的肥料。但完全不适合丰缘地区的土壤，所以没什么效果。,https://play.pokemonshowdown.com/sprites/itemicons/growth-mulch.png,
96,damp-mulch,湿湿肥,培育树果时的肥料。但完全不适合丰缘地区的土壤，所以没什么效果。,https://play.pokemonshowdown.com/sprites/itemicons/damp-mulch.png,
97,stable-mulch,久久肥,培育树果时的肥料。但完全不适合丰缘地区的土壤，所以没什么效果。,https://play.pokemonshowdown.com/sprites/itemicons/stable-mulch.png,
98,gooey-mulch,粘粘肥,培育树果时的肥料。但完全不适合丰缘地区的土壤，所以没什么效果。,https://play.pokemonshowdown.com/sprites/itemicons/gooey-mulch.png,
99,root-fossil,根状化石,很久以前栖息在海里的古代宝可梦的化石。好像是根的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/root-fossil.png,
100,claw-fossil,爪子化石,很久以前栖息在海里的古代宝可梦的化石。好像是爪子的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/claw-fossil.png,
101,helix-fossil,贝壳化石,很久以前栖息在海里的古代宝可梦的化石。好像是贝壳的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/helix-fossil.png,
102,dome-fossil,甲壳化石,很久以前栖息在海里的古代宝可梦的化石。好像是甲壳的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/dome-fossil.png,
103,old-amber,秘密琥珀,封存着古代宝可梦遗传基因的琥珀，透着点红色。,https://play.pokemonshowdown.com/sprites/itemicons/old-amber.png,
104,armor-fossil,盾甲化石,很久以前生活在地上的古代宝可梦的化石。好像是领饰的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/armor-fossil.png,
105,skull-fossil,头盖化石,很久以前生活在地上的古代宝可梦的化石。好像是头部的一部分。,https://play.pokemonshowdown.com/sprites/itemicons/skull-fossil.png,
106,rare-bone,贵重骨头,在宝可梦考古学上非常贵重的骨头。可以在商店高价出售。,https://play.pokemonshowdown.com/sprites/itemicons/rare-bone.png,
107,shiny-stone,光之石,能让某些特定宝可梦进化的神奇石头。像光芒一样耀眼。,https://play.pokemonshowdown.com/sprites/itemicons/shiny-stone.png,
108,dusk-stone,暗之石,能让某些特定宝可梦进化的神奇石头。像黑夜一般漆黑。,https://play.pokemonshowdown.com/sprites/itemicons/dusk-stone.png,
109,dawn-stone,觉醒之石,能让某些特定宝可梦进化的神奇石头。像眼眸一般光彩动人。,https://play.pokemonshowdown.com/sprites/itemicons/dawn-stone.png,
110,oval-stone,浑圆之石,能让某些特定宝可梦进化的神奇石头。像珠子一般圆润。,https://play.pokemonshowdown.com/sprites/itemicons/oval-stone.png,
111,odd-keystone,楔石,没有它，石之塔就会崩塌的重要石头。有时能从石头里听到声音。,https://play.pokemonshowdown.com/sprites/itemicons/odd-keystone.png,
112,adamant-orb,金刚宝珠,让帝牙卢卡携带的话，龙和钢属性的招式威力就会提高。散发着光辉的宝珠。,https://play.pokemonshowdown.com/sprites/itemicons/adamant-orb.png,
113,lustrous-orb,白玉宝珠,让帕路奇亚携带的话，龙和水属性的招式威力就会提高。散发着美丽光辉的宝珠。,https://play.pokemonshowdown.com/sprites/itemicons/lustrous-orb.png,
114,grass-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/grass-mail.png,
115,flame-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/flame-mail.png,
116,bubble-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/bubble-mail.png,
117,bloom-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/bloom-mail.png,
118,tunnel-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/tunnel-mail.png,
119,steel-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/steel-mail.png,
120,heart-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/heart-mail.png,
121,snow-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/snow-mail.png,
122,space-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/space-mail.png,
123,air-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/air-mail.png,
124,mosaic-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/mosaic-mail.png,
125,brick-mail,,,https://play.pokemonshowdown.com/sprites/itemicons/brick-mail.png,
126,cheri-berry,樱子果,让宝可梦携带后，可以治愈麻痹。,https://play.pokemonshowdown.com/sprites/itemicons/cheri-berry.png,
127,chesto-berry,零余果,让宝可梦携带后，可以治愈睡眠。,https://play.pokemonshowdown.com/sprites/itemicons/chesto-berry.png,
128,pecha-berry,桃桃果,让宝可梦携带后，可以治愈中毒。,https://play.pokemonshowdown.com/sprites/itemicons/pecha-berry.png,
129,rawst-berry,莓莓果,让宝可梦携带后，可以治愈灼伤。,https://play.pokemonshowdown.com/sprites/itemicons/rawst-berry.png,
130,aspear-berry,利木果,让宝可梦携带后，可以治愈冰冻。,https://play.pokemonshowdown.com/sprites/itemicons/aspear-berry.png,
131,leppa-berry,苹野果,让宝可梦携带后，可以回复１０ＰＰ。,https://play.pokemonshowdown.com/sprites/itemicons/leppa-berry.png,
132,oran-berry,橙橙果,让宝可梦携带后，可以回复１０ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/oran-berry.png,
133,persim-berry,柿仔果,让宝可梦携带后，可以治愈混乱。,https://play.pokemonshowdown.com/sprites/itemicons/persim-berry.png,
134,lum-berry,木子果,让宝可梦携带后，可以治愈所有异常状态。,https://play.pokemonshowdown.com/sprites/itemicons/lum-berry.png,
135,sitrus-berry,文柚果,让宝可梦携带后，可以回复少量ＨＰ。,https://play.pokemonshowdown.com/sprites/itemicons/sitrus-berry.png,
136,figy-berry,勿花果,让宝可梦携带后，危机时可以回复ＨＰ。如果讨厌这味道就会混乱。,https://play.pokemonshowdown.com/sprites/itemicons/figy-berry.png,
137,wiki-berry,异奇果,让宝可梦携带后，危机时可以回复ＨＰ。如果讨厌这味道就会混乱。,https://play.pokemonshowdown.com/sprites/itemicons/wiki-berry.png,
138,mago-berry,芒芒果,让宝可梦携带后，危机时可以回复ＨＰ。如果讨厌这味道就会混乱。,https://play.pokemonshowdown.com/sprites/itemicons/mago-berry.png,
139,aguav-berry,乐芭果,让宝可梦携带后，危机时可以回复ＨＰ。如果讨厌这味道就会混乱。,https://play.pokemonshowdown.com/sprites/itemicons/aguav-berry.png,
140,iapapa-berry,芭亚果,让宝可梦携带后，危机时可以回复ＨＰ。如果讨厌这味道就会混乱。,https://play.pokemonshowdown.com/sprites/itemicons/iapapa-berry.png,
141,razz-berry,蔓莓果,用于制作宝可方块，制作出来的宝可方块可用来打磨帅气。红色的果实尝起来是辣的。,https://play.pokemonshowdown.com/sprites/itemicons/razz-berry.png,
142,bluk-berry,墨莓果,用于制作宝可方块，制作出来的宝可方块可用来打磨美丽。蓝色的果实尝起来是涩的。,https://play.pokemonshowdown.com/sprites/itemicons/bluk-berry.png,
143,nanab-berry,蕉香果,用于制作宝可方块，制作出来的宝可方块可用来打磨可爱。粉红色的果实尝起来是甜的。,https://play.pokemonshowdown.com/sprites/itemicons/nanab-berry.png,
144,wepear-berry,西梨果,用于制作宝可方块，制作出来的宝可方块可用来打磨聪明。绿色的果实尝起来是苦的。,https://play.pokemonshowdown.com/sprites/itemicons/wepear-berry.png,
145,pinap-berry,凰梨果,用于制作宝可方块，制作出来的宝可方块可用来打磨强壮。黄色的果实尝起来是酸的。,https://play.pokemonshowdown.com/sprites/itemicons/pinap-berry.png,
146,pomeg-berry,榴石果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但ＨＰ的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/pomeg-berry.png,
147,kelpsy-berry,藻根果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但攻击的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/kelpsy-berry.png,
148,qualot-berry,比巴果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但防御的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/qualot-berry.png,
149,hondew-berry,哈密果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但特攻的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/hondew-berry.png,
150,grepa-berry,萄葡果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但特防的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/grepa-berry.png,
151,tamato-berry,茄番果,如果把它交给宝可梦，宝可梦就会变得非常容易和训练家亲密，但速度的基础点数会降低。,https://play.pokemonshowdown.com/sprites/itemicons/tamato-berry.png,
152,cornn-berry,玉黍果,用于制作宝可方块，制作出来的宝可方块可用来打磨美丽。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/cornn-berry.png,
153,magost-berry,岳竹果,用于制作宝可方块，制作出来的宝可方块可用来打磨可爱。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/magost-berry.png,
154,rabuta-berry,茸丹果,用于制作宝可方块，制作出来的宝可方块可用来打磨聪明。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/rabuta-berry.png,
155,nomel-berry,檬柠果,用于制作宝可方块，制作出来的宝可方块可用来打磨强壮。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/nomel-berry.png,
156,spelon-berry,刺角果,用于制作宝可方块，制作出来的宝可方块可用来打磨可爱。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/spelon-berry.png,
157,pamtre-berry,椰木果,用于制作宝可方块，制作出来的宝可方块可用来打磨美丽。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/pamtre-berry.png,
158,watmel-berry,瓜西果,用于制作宝可方块，制作出来的宝可方块可用来打磨聪明。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/watmel-berry.png,
159,durin-berry,金枕果,用于制作宝可方块，制作出来的宝可方块可用来打磨聪明。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/durin-berry.png,
160,belue-berry,靛莓果,用于制作宝可方块，制作出来的宝可方块可用来打磨美丽。在其他地区很少见的树果。,https://play.pokemonshowdown.com/sprites/itemicons/belue-berry.png,
161,occa-berry,巧可果,让宝可梦携带后，在受到效果绝佳的火属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/occa-berry.png,
162,passho-berry,千香果,让宝可梦携带后，在受到效果绝佳的水属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/passho-berry.png,
163,wacan-berry,烛木果,让宝可梦携带后，在受到效果绝佳的电属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/wacan-berry.png,
164,rindo-berry,罗子果,让宝可梦携带后，在受到效果绝佳的草属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/rindo-berry.png,
165,yache-berry,番荔果,让宝可梦携带后，在受到效果绝佳的冰属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/yache-berry.png,
166,chople-berry,莲蒲果,让宝可梦携带后，在受到效果绝佳的格斗属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/chople-berry.png,
167,kebia-berry,通通果,让宝可梦携带后，在受到效果绝佳的毒属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/kebia-berry.png,
168,shuca-berry,腰木果,让宝可梦携带后，在受到效果绝佳的地面属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/shuca-berry.png,
169,coba-berry,棱瓜果,让宝可梦携带后，在受到效果绝佳的飞行属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/coba-berry.png,
170,payapa-berry,福禄果,让宝可梦携带后，在受到效果绝佳的超能力属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/payapa-berry.png,
171,tanga-berry,扁樱果,让宝可梦携带后，在受到效果绝佳的虫属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/tanga-berry.png,
172,charti-berry,草蚕果,让宝可梦携带后，在受到效果绝佳的岩石属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/charti-berry.png,
173,kasib-berry,佛柑果,让宝可梦携带后，在受到效果绝佳的幽灵属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/kasib-berry.png,
174,haban-berry,莓榴果,让宝可梦携带后，在受到效果绝佳的龙属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/haban-berry.png,
175,colbur-berry,刺耳果,让宝可梦携带后，在受到效果绝佳的恶属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/colbur-berry.png,
176,babiri-berry,霹霹果,让宝可梦携带后，在受到效果绝佳的钢属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/babiri-berry.png,
177,chilan-berry,灯浆果,让宝可梦携带后，在受到一般属性招式攻击时，能令其威力减弱。,https://play.pokemonshowdown.com/sprites/itemicons/chilan-berry.png,
